instruction,input,output
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent muscle weakness, drooping eyelids, difficulty swallowing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent fatigue, swollen lymph nodes, weight loss."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent skin hardening, joint pain, digestive problems."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent widespread pain, fatigue, cognitive difficulties."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent prolonged fatigue, difficulty concentrating, muscle pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent chronic cough, shortness of breath, chest tightness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent fatigue, weakness, loss of appetite."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent bone pain, loss of height, fractures."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent visual distortion, reduced central vision, color perception issues."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent clouded vision, light sensitivity, difficulty seeing at night."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent excessive bleeding, large bruises, joint pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent weight loss, heat sensitivity, anxiety."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent excessive daytime sleepiness, sleep paralysis, hallucinations."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent difficulty falling asleep, waking up during the night, irritability."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent loud snoring, episodes of breathing cessation, daytime sleepiness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent uncomfortable leg sensations, urge to move the legs, sleep disturbances."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent patchy hair loss, nail changes, itching."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent loss of skin color, premature hair whitening, loss of eye color."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent fatigue, weakness, pale skin."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent cough, mucus production, fatigue."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent cough, fever, difficulty breathing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent cough, weight loss, night sweats."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent nasal congestion, headache, facial pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent ear pain, hearing loss, fluid drainage."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent sore throat, fever, red spots on the roof of the mouth."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent painful urination, frequent urination, back pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Aspirin. What is its generic name and what is it commonly used for?,"The generic name for Aspirin is acetylsalicylic acid, and it is commonly used to prevent back pain, fever, frequent urination."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent shortness of breath, chest tightness, coughing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent severe headache, nausea, sensitivity to light and sound."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent fatigue, weight gain, cold sensitivity."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent shortness of breath, fatigue, swollen legs, and rapid heartbeat."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent excessive worry, restlessness, difficulty concentrating."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent persistent sadness, loss of interest, sleep disturbances."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent often no symptoms; detected through blood tests."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent sneezing, runny nose, itching, swelling, red eyes."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent joint pain, stiffness, swelling, and reduced range of motion."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent heartburn, regurgitation, chest pain, difficulty swallowing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent seizures, temporary confusion, loss of consciousness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent eye pain, nausea, vision loss."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent joint pain, stiffness, loss of flexibility."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent joint pain, swollen joints, stiffness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent red patches, itchiness, dry skin."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent mood swings, energy level fluctuations, difficulty in sleeping."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent hallucinations, delusions, thought disorders."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent tremors, stiffness, balance problems."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent fatigue, difficulty walking, muscle spasms."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent fatigue, joint pain, rash."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent fatigue, fever, weight loss."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent jaundice, fatigue, nausea."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent pelvic pain, menstrual cramps, infertility."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent memory loss, difficulty thinking, mood changes."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent inattention, hyperactivity, impulsivity."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent diarrhea, abdominal pain, weight loss."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent diarrhea, abdominal pain, rectal bleeding."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent movement problems, cognitive decline, psychiatric symptoms."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent muscle weakness, speech problems, difficulty breathing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent muscle contractions, abnormal postures, involuntary movements."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent muscle weakness, drooping eyelids, difficulty swallowing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent fatigue, swollen lymph nodes, weight loss."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent skin hardening, joint pain, digestive problems."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent widespread pain, fatigue, cognitive difficulties."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent prolonged fatigue, difficulty concentrating, muscle pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent chronic cough, shortness of breath, chest tightness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent fatigue, weakness, loss of appetite."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent bone pain, loss of height, fractures."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent visual distortion, reduced central vision, color perception issues."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent clouded vision, light sensitivity, difficulty seeing at night."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent excessive bleeding, large bruises, joint pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent weight loss, heat sensitivity, anxiety."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent excessive daytime sleepiness, sleep paralysis, hallucinations."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent difficulty falling asleep, waking up during the night, irritability."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent loud snoring, episodes of breathing cessation, daytime sleepiness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent uncomfortable leg sensations, urge to move the legs, sleep disturbances."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent patchy hair loss, nail changes, itching."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent loss of skin color, premature hair whitening, loss of eye color."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent fatigue, weakness, pale skin."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent cough, mucus production, fatigue."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent cough, fever, difficulty breathing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent cough, weight loss, night sweats."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent nasal congestion, headache, facial pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent ear pain, hearing loss, fluid drainage."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent sore throat, fever, red spots on the roof of the mouth."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent painful urination, frequent urination, back pain."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Metformin. What is its generic name and what is it commonly used for?,"The generic name for Metformin is metformin, and it is commonly used to prevent back pain, fever, frequent urination."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent shortness of breath, chest tightness, coughing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent severe headache, nausea, sensitivity to light and sound."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent fatigue, weight gain, cold sensitivity."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent shortness of breath, fatigue, swollen legs, and rapid heartbeat."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent excessive worry, restlessness, difficulty concentrating."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent persistent sadness, loss of interest, sleep disturbances."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent often no symptoms; detected through blood tests."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent sneezing, runny nose, itching, swelling, red eyes."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent joint pain, stiffness, swelling, and reduced range of motion."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent heartburn, regurgitation, chest pain, difficulty swallowing."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent seizures, temporary confusion, loss of consciousness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent eye pain, nausea, vision loss."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent joint pain, stiffness, loss of flexibility."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent joint pain, swollen joints, stiffness."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent red patches, itchiness, dry skin."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent mood swings, energy level fluctuations, difficulty in sleeping."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent hallucinations, delusions, thought disorders."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent tremors, stiffness, balance problems."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent fatigue, difficulty walking, muscle spasms."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent fatigue, joint pain, rash."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent fatigue, fever, weight loss."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent jaundice, fatigue, nausea."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent pelvic pain, menstrual cramps, infertility."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent memory loss, difficulty thinking, mood changes."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent inattention, hyperactivity, impulsivity."
Provide the generic name of the described medication and its common use.,A patient is taking a medication called Zoloft. What is its generic name and what is it commonly used for?,"The generic name for Zoloft is sertraline, and it is commonly used to prevent diarrhea, abdominal pain, weight loss."
